id,monthly_revenue
892602680656699069,2104.217
980871365948717515,2923.523
684585572455552764,1995.6597
18993540,2316.5994
686132301906727786,3416.0112
27880864,2592.3945
648571715106497356,1650.5636
22551920,1449.9061
48960147,1821.4673
43140470,1359.1987
1020452280405309693,918.2371
52740070,1478.8518
1020934462740230479,1484.5764
1223989,1492.759
970485241341974364,3580.3518
847398646238437144,2949.4722
944911393949960465,1629.6201
912925970585391192,2534.0466
39560367,1167.2106
29187281,1391.9907
640471776476857550,1502.0353
33041847,1417.7166
34339291,1879.7408
929357162785899439,1330.4507
6732143,2253.1428
4120301,1800.1061
35806049,1297.5343
591513009241652117,1193.2385
40089922,1514.9875
34045168,1548.8896
24946452,1496.549
23413748,961.2542
754269133259938444,1623.4581
751408343328701645,1246.8418
4787924,1330.0503
24253909,1323.1842
929028648638965571,1443.0382
53172196,1200.6625
983273645789371192,1908.7423
46995034,1606.1497
39424317,3876.3882
28760438,2353.0388
41884019,4037.9438
899424111651588086,1248.5383
679267569821552445,1480.3154
968107664754833716,2499.42
777679941260560186,1556.3694
648655367951170235,1421.8472
1006532730540936312,1372.1211
1014756736136699481,502.3866
848026711345020633,1168.7842
961511526033300153,1139.8041
1011153096655491988,1894.0507
859577678298563830,1540.0968
702876444293572136,3011.9414
965152970102994187,1954.583
749710220230060023,1427.4973
819526666335812869,4001.467
992780875974912327,2518.9688
24474689,2080.6418
73841,1497.0386
575500580463866352,1511.8715
47428119,1316.5771
962440152949000270,1177.9822
31317042,3135.6519
42457349,2990.0942
46340428,2850.7952
807956993753714062,727.13434
755903457080295553,2643.6821
20698187,1286.5134
872368827432465536,1136.9658
1024113865791624446,1541.3025
605332606169282410,1557.3352
28318264,1470.6038
40635367,1491.9713
49444222,1754.3533
48756845,1550.3041
2084273,1565.1971
903126479621998105,2666.8914
1014579986735937952,992.90186
34446877,1676.6244
725580603628565216,2076.5261
28331525,2532.0142
888395632837630091,1439.98
924605295788499108,3758.8782
52594124,1662.7015
42843544,3320.1533
618433336469061058,1833.991
33803742,1383.1477
652528955746967643,2561.7524
32044207,692.72504
988532047627713512,1565.743
873536889577800875,1722.9153
510948460468405144,1654.7856
30147059,1443.0848
26878524,1761.6771
33657678,2163.7207
19035665,1572.1145
50200213,1865.557
798889942621016112,1345.9419
43103070,1191.5868
37215967,1678.9629
966888926897524126,941.93463
38191572,1501.7653
1009672862304504296,1693.5757
572609209433746227,1387.527
854046532344088446,2372.517
41688366,1228.2567
694174735980776361,1533.3861
893065206116101081,1837.4298
53282868,1664.0714
882126103963167188,1429.9802
30502873,4200.076
557360388521540150,1463.5364
930541445678237295,1561.1736
986515754825534706,1861.752
17911210,1510.6594
47373270,1550.842
968816235939033273,1591.2937
27903066,1818.3448
13007169,1858.2686
44317516,1530.1655
42002656,1222.0354
938538528479222423,1705.4872
923208916196239749,1965.7844
654545174431302984,2386.8728
773143001560771560,1915.5457
31445122,1674.704
539840891599271273,2552.242
23121835,2662.1143
53675968,2246.824
22587726,1481.4456
33786053,1592.1051
31128900,1500.7031
618160400027471214,2721.354
574795430216987558,1486.2507
1024305364321446422,3768.9246
28229609,1437.6311
874607598592266223,4676.299
748524351823698628,1349.7732
21701347,2028.1025
1012385,2365.0737
45911684,1356.8737
48499335,1516.3235
24658451,1561.9594
51869906,1429.9453
740073787325078758,3166.348
52086928,2773.4187
24574485,1894.8824
960935343000233165,1680.0238
14261655,1354.6097
46879080,978.414
696702222183409636,1480.803
48562554,2375.7239
773244868554161175,1127.483
894210550000758826,1096.7145
37331659,1706.9122
42937545,1910.9719
928558980701087563,1522.9847
888379139240892337,1967.3678
15330197,2510.8577
630450878058080908,4136.3706
879154002670373999,2615.408
12853613,1464.3401
6453318,1225.1555
589943890853533309,1473.9852
976362401453839525,1375.1301
909623218753927140,3378.7273
7749728,1539.5249
16026015,2140.4326
845284101352923786,1568.4087
812686032484608574,2338.5977
615502055752548982,1393.9319
679796062201655304,1860.4181
44704769,2844.6433
7921570,2180.4805
33837243,2672.02
703863098145595811,1580.6694
696431875149792945,1307.5764
49611171,2488.9185
23976814,1452.0919
43214742,1415.2656
829079304829825241,1946.46
1141457,1837.9795
968145198508026455,1796.2035
53908651,1293.5273
45531528,1910.2263
53313118,1638.1498
2675179,2893.7039
48846092,1148.2816
969744464140988284,1619.9285
890037419970606150,868.4655
929673157473474479,2021.6721
797991977818867890,2084.9421
810923330649607464,2272.3896
53130366,2620.2234
848589895535725197,1228.9264
50799718,1444.2839
956436034381611363,831.27966
3340865,2382.133
631141582243461534,1830.3442
933515456515658050,2139.586
38603948,2553.7703
13297246,1381.9135
17494290,1285.2584
840610893638940966,1291.3348
46449044,1830.0455
923442041508805358,2315.599
24718014,1438.8079
1019668851970808846,835.43414
935038586980817663,1394.9692
638257517892456878,2019.0
972436673328558056,1352.6067
972444849291136738,1615.9807
685648100565353058,1434.8204
611511432669901937,1545.6483
21550757,1287.5767
932887118507573731,2029.1918
30051172,3169.788
780704802382483693,1394.8099
858636557062356269,2909.2622
968201026280489678,868.4655
31387750,1668.355
17738026,3425.399
827493154825565862,2981.5713
32043949,1416.4209
28083134,964.17865
36036194,1328.6506
11207279,1613.0747
1043785105970341901,1997.5063
888689379025049113,1419.7628
940069738091986089,1313.8661
49496849,1624.5671
992219351762738324,4101.291
48087568,1499.433
1032625040159335264,886.58856
821920671448074191,2475.8777
32902275,1516.756
944206017889618398,2602.109
3563108,1793.33
1006158271672848672,1561.8079
767518831556485268,986.62964
858363910971019719,1219.4015
12336968,4009.1558
53309359,1854.7133
31494152,1897.9684
1005713969110960909,2924.3652
670293369748337563,3664.011
29780872,1510.6864
53344603,3667.5928
686300114488054568,1598.2661
892745209554062365,1733.6528
31240187,1481.8087
36480754,2731.7205
913689178509483854,1357.2009
53401445,1221.3864
53726311,1395.9187
52385091,1551.1945
32571178,1271.6117
940922126273706344,2961.0493
1010373029610726119,1832.487
967472637472188127,2322.7852
44306270,1371.5548
49118691,1390.3127
53817474,2627.5518
52474433,1661.1969
944404458969711180,1916.26
10946286,1863.8485
853592363607173468,1235.3943
24183433,2045.3638
8047959,1796.2322
744976201908379359,1424.9281
28674567,1974.6278
591202087897623948,2142.5632
22973593,3421.3027
924702337739202739,3792.0078
17383030,2069.6956
672978756275835545,2082.6877
909788917277258902,1309.5427
743417639065038420,969.7904
765299972595687525,2657.5781
995880456862146969,1380.9088
11941603,1707.8531
690169984520169423,1690.7037
943588257553501001,1135.3961
1037933039686294607,988.1086
29970776,1164.7759
14595350,1493.1487
850074702335810846,1608.2922
36184209,1462.3156
1043694259400656638,1465.8636
40537372,2244.8047
51388855,1297.2648
47474716,2304.3623
790553076076537355,1774.6575
54283005,2043.8209
841626624357250966,3227.207
26840662,1443.8097
21188818,917.2489
930386188646732389,2852.359
1040993480897966249,1058.598
25074332,942.07336
1015562996305746436,1378.5708
27514047,1881.194
644390721714287946,839.6999
43831987,840.193
853889347583467160,1806.8612
705719018408799994,2190.7568
809769020944802389,1424.5659
866204118838587582,2090.1643
768398127667812806,2522.212
6425616,2114.4985
633486950958651716,1963.7631
969929897430359978,1511.0146
54366570,3135.0713
35922487,2677.8728
311354,2534.9224
913916909699172544,2895.3928
976323374442198239,1375.1301
51320938,1460.2256
5759976,1515.9946
608076159232440691,1383.8834
992097956190910605,1779.6558
978295577167464754,1320.7672
29266447,1610.325
837772775743134643,1578.9957
899203529162158615,3426.1294
36715252,1288.9824
891634053063785993,1760.2603
16458904,1779.7415
920249665610178383,1703.4716
53664325,962.8831
922086786571862390,1453.0553
962913804279248042,3454.191
650607262159929480,2355.0337
44303204,1568.3481
666577632708620176,3168.2424
712249571998973299,1316.6001
851057341643129120,1738.1296
813135493729264472,3419.9736
729242308875289923,1441.9552
28544724,1356.601
1035078706077601688,1991.5194
40177739,3147.6013
905844527476556054,1425.2184
6990532,964.591
31101733,2053.4167
54039081,2034.6548
619021585782094652,1851.5516
576324169204815575,1407.4558
779915751176813089,4169.055
661711794147012289,1851.6166
36478274,1463.9183
10619943,3061.7378
902085850609535776,1932.3789
25752951,1529.6962
38243837,2015.5425
872759139209238330,1791.7683
2709965,1327.1813
7054627,1640.6674
25346154,1893.27
24396414,1684.4161
961826638045297199,1589.1567
27377931,1515.7361
12815958,1649.6423
29236428,2089.8372
858817206664004737,892.51996
911886937414711504,2645.9595
830528538990494916,1462.3761
953868647575548852,1424.7937
27314632,1653.861
832673361143481015,1820.1705
38067381,1225.2107
34436113,4061.5144
923245092886010715,4024.309
30133503,1476.8281
2958786,1444.8676
934374947047643891,1735.7843
927653958939762248,1325.796
23370526,1722.3213
883819612588751590,1976.779
40634680,2614.0725
53812295,1317.0432
964601331843112625,825.2494
749265621049306621,1864.0353
42069280,2026.2443
47908132,1263.9098
30112138,1295.6686
31646868,1173.4658
800433241339540478,1474.3176
674193493104024393,1600.3142
952142875884116872,1796.2253
45032739,1821.7487
541472859148711343,3512.4768
7679929,1258.1516
995621102835223919,1376.5471
933491626783305779,960.1065
6134895,3000.386
35941324,1050.31
52935965,2037.5975
552199534066642003,1691.8618
866740275981598597,1452.8607
939961285038560811,1319.0896
38266089,1460.0312
953864476457366504,910.11163
976262118849452336,1246.7411
960452988755682370,1964.4714
45626100,2012.0825
678321848015350158,2307.8738
872852188124398534,1510.0463
681151528493373084,1406.397
865184696356075536,1807.6255
45243636,1546.2626
1025809278895556122,409.1044
50287231,1297.3262
22696589,1581.9409
6426269,1356.4674
4493377,1690.5205
961757210706931810,1523.8463
1042182168385771289,635.3885
23020307,1639.1198
975669649038301703,1468.9133
773216148474833083,1140.1956
892758192093887552,3070.5435
54243757,1408.3146
838660821598665306,1402.4135
19094811,2386.9165
1191143,2922.0876
740020164783060026,1593.099
6416204,1611.05
36043428,1541.5898
653493908624521531,1393.4312
892314920827692115,2249.1023
24755125,2385.411
21643708,1130.83
995120739216133478,2481.693
15481083,1684.7468
42696012,1691.2285
15514194,1392.3452
52496643,2791.7827
51753888,1650.3658
934279591549320726,1259.4991
42896340,1787.5455
24699111,3386.7732
29795231,1833.2001
681249158664573887,1575.2136
594560281009631016,2218.4268
943490329235999776,1363.3588
956267866287090390,1325.8062
995196087341251849,2121.096
4856515,1384.3585
751742278545937316,1367.8079
52751384,1583.8021
39985555,1858.3915
762269555352822097,267.43747
51604803,1128.3475
35089036,2077.31
31934285,1490.4531
21912,1415.2251
751423757365207825,2841.7368
755916944893858507,1286.4666
918165541071668839,1683.3826
18024,1952.5477
898724730066153990,1710.3239
22391348,1281.8646
6660457,1444.889
881355111685243680,2200.1099
851444520902730746,1756.2981
581913215389516560,3450.9243
942198381109067042,2234.171
634039127458505827,2825.9365
47054062,1487.579
955353651684123845,1283.8074
625844667500024063,2307.3303
710837425541630897,2858.4548
954030225758890340,2024.478
881917024842431156,910.11163
856831885630423028,2502.4846
952931771957298874,3132.9814
22422543,3562.2195
14555310,1266.5763
846423776304850185,3087.1033
45715295,2545.6455
1036018666584943350,2074.6833
687073071466085759,2062.5422
928370823275734824,3143.2812
38847417,1067.8596
48227761,1356.0458
611761422268205294,1464.7836
762337352924239148,1459.2134
18638495,1564.065
27023757,1317.7983
787070840956286074,4346.367
793625566805364379,3332.4944
829193558827888044,1451.4414
3309313,2337.0798
969710158705702652,1629.6201
50330531,1385.7947
42097672,2359.854
698081321110887201,1704.535
654668434867588387,1054.1034
8941830,1568.1813
597765578414885881,1411.6991
52940209,1330.6168
677047880782607284,1389.3397
892314474725715239,1280.6487
41958233,1930.2
957450266512722285,642.19763
629259683606195319,1625.1798
1092176,1283.6644
23056643,1539.229
46292342,1243.437
993523037770138586,1472.9303
8736944,4083.3862
782611575046081777,2180.4597
17302474,1504.8412
563115181211622654,1296.2562
968116856616973433,2127.0403
1021290912968953815,1559.0039
14194524,1419.368
702281737808303979,2539.9092
53338639,3157.965
780599393228932130,1841.9968
27641406,1439.7324
756871298880801904,2057.4504
18650443,2661.7708
749547956286953697,1419.8837
3168686,1800.9934
38977330,1359.734
40557835,1405.3441
1040106486965970691,1605.6237
1000876439117206130,1465.8636
688443968489123584,1512.5314
969653392389060980,2518.6526
903202768637136999,2958.408
11688698,1378.8165
24134940,2867.8667
33687129,2139.1985
862891756653598744,1589.3207
745025767777116821,1563.4796
51747629,909.6259
48167443,2063.089
42301804,754.15173
26160268,1272.6295
835784871538797794,1210.4219
36557638,2383.1099
1029826080780454158,1546.1101
1006111949856415760,2118.1748
3994011,1115.6061
51456497,2785.465
1029739696773957586,2105.303
861778263366195328,1642.2372
47549583,769.8081
995998637395824376,506.8659
27393918,1750.6504
708648709451898433,1522.7905
974033996678481217,614.2066
50807299,2212.0286
27268683,1813.1598
24066913,1124.7078
27561314,1674.3462
639042332403169021,1629.3417
926762637781525027,1136.7284
974565104288695749,1840.9397
913972308748448291,1186.8916
53595567,2681.5664
919882207484674798,2572.1145
39321923,1813.6383
4630113,1582.4185
49417587,1322.6505
869801239501689123,1511.5724
53009047,986.12335
3812348,1480.9124
1016713565660155853,747.04834
736116744137852547,2472.0676
771366,1361.1483
28955616,1460.8883
603626814689298469,1460.473
40180166,1302.961
40923455,1756.959
574531787170117608,1583.9664
51248997,1981.8461
748993882666940231,1811.8239
608252515654744309,1349.4325
53230371,1656.8981
42449531,1835.2032
36988462,2007.9335
1016025337079336296,1372.1211
35809857,1632.1444
720901803527787917,1329.9802
893875511669747229,951.0085
28987551,1565.1108
922651416658124004,1879.8894
776514171059457790,1915.5896
52740677,3543.9397
33299354,1607.3219
26801360,1343.8508
7741348,1339.5548
13095272,1429.6895
829564085300659046,1056.4852
735770656582654631,1699.1531
17734782,1409.6432
5638429,1659.8182
17964143,3345.9214
24653941,1888.1293
568808881399597264,1427.4731
48547310,1454.0701
885855032997487841,1441.4532
3100878,1353.1644
954560881599662250,1365.7053
41530441,1867.3763
774867293948514142,1843.7352
750063404491358773,1783.9727
30768655,965.34467
12213507,2012.6262
637770635296994623,1784.3701
1041627212949511129,1481.8087
51194450,2800.1365
638309253284807578,1912.1686
17611127,2858.3638
993815278064103878,1582.6661
29659260,881.0997
51018159,1554.3431
636541707361749311,1414.8481
843794414647022682,1757.6616
1022662630374435598,1187.2991
997243378260024440,1058.598
976282778777619243,876.5284
1014577619472409507,2238.9558
1026949339160938352,2130.9019
2966088,2928.8823
994372673953366075,1909.5349
947192833308451119,3481.0176
36615837,1350.7648
41710817,1027.8232
800935892830608949,1658.6027
29902621,1894.8387
6416686,1460.0021
53868586,2124.6235
656052900229080988,453.5969
921098999467417118,1469.3298
4418911,1376.0564
967662702180312646,2115.4175
35091087,1812.6802
44021555,2770.1206
12294424,3062.2031
47406734,1626.1323
53421362,1496.2412
3679016,1656.0352
585747588926620776,1783.4703
958675830485818845,2384.72
679042188518315058,1513.9099
37493589,1575.8756
937795357591962024,868.4655
53531830,2352.1648
898088289157936718,1889.713
865532956654984560,1372.1211
927505979510017080,1177.6344
744990487628780430,1424.9281
881910130441121868,2434.8901
626670584936455248,2878.721
6692629,1461.8573
695504265229487008,1667.0519
36104697,845.2279
1043142687866502122,1036.2482
1040615604622734234,1403.0958
801024168663683393,1967.5702
1001668494313338968,1673.0186
46372111,2175.9968
52639645,1460.6141
17580870,1634.6833
1005663281001463884,2092.8086
33073432,2676.5134
794280165133001580,3566.6353
906165847219498378,2944.3176
45998307,2736.752
9237061,1006.4974
6993905,1529.7811
28154661,1420.9489
967515496905922725,1153.5242
27837513,1382.9769
1020622742027577613,992.2172
833952751887096562,1159.3302
45941161,1218.9529
782725694993661305,2280.274
4699429,1330.61
39511588,1358.2577
54271255,1739.0785
888362047495421930,1712.4711
53026140,1338.4811
27257931,1097.6604
1016117395250384714,2621.94
43533212,3158.0015
971180841745973748,1426.8444
14127036,3166.1926
1011165223778812926,1630.3242
461370,1566.6041
702569746591193300,2647.3462
49469128,1328.9689
613327802223607485,1294.3066
755921598792885202,2412.9583
927517572912592731,1333.0458
28317472,3002.116
6452450,1219.6614
26342358,1083.2203
968103912595228590,1710.5096
894135724044874473,1957.1995
1014463888926310646,1124.6096
32982427,2821.167
902283687852576357,1608.6542
51476043,1508.3507
781526387244147505,1448.9192
4104870,2154.4517
944976798774137912,2174.4805
13829747,2738.7632
1011109642554622116,2514.1055
43817461,3323.3174
53046207,1782.7212
33340994,1407.6742
9562576,1466.085
43501445,1371.5548
8743634,2046.5604
45723370,1568.7369
18735027,2597.6245
868105255970935888,2614.0388
8255521,1511.1796
377706,1690.9202
54343169,1670.1329
898079222122228915,1149.5503
711496274723040660,3344.9172
694875479872586956,623.88855
37261304,1515.8097
702079179822599606,1660.4716
759391143392781156,1228.7631
33098749,1558.8013
34874854,1685.1158
24413898,2818.6807
35304,2335.5356
945270589226266186,1968.1908
744961251977035854,1487.3672
39172904,1732.7365
994579254207808808,1304.9829
14607432,2165.2446
563248180261220836,1602.1305
36078854,1625.239
866623099520556575,1759.4379
3342823,1835.9219
940583140519534024,1608.9369
24993810,1530.6713
1000013089813316590,2259.9124
687627343249251747,1483.3777
21045621,1869.3098
507767,1648.4347
47292724,1116.5815
948032080763257631,1629.6201
680334719746978812,1230.3518
51324665,1528.2793
34343991,1415.0026
45028703,1510.5458
710286970796220640,1359.0415
765210232672973577,3198.6309
1360765,1382.8392
726829619548053751,839.6999
1034146682721688246,1769.9249
679037303886725371,1915.6697
34900603,1819.6628
793384773896731046,1385.4249
876124865050413306,1461.6552
14535292,1968.9001
682957147160819942,2212.254
1042103078956150583,614.2066
711908882319965486,1626.8009
934129539051920012,1749.2339
853607704195379789,1635.4938
27738173,1367.28
659040153442647734,1801.6024
896346352678055576,2645.2317
15312395,1945.894
49093947,1392.1067
48611956,1485.7206
1011187750956360185,1801.3118
28053100,1426.2024
35869904,1494.5176
803767891405757191,1275.4407
24503070,4468.7173
16233697,1561.9575
514444008042828499,2649.6582
23527106,1816.8126
50958386,1629.299
932904660689998973,2359.512
732108046088834881,3124.0315
47344582,1393.6648
895820181126266695,679.1709
908772160503959142,943.00543
841992855797021992,1742.7704
37209961,1344.2635
28107117,1985.9395
12604369,1734.481
635567434949366572,1749.8788
653231046834017130,2294.063
732954152878008420,1191.5432
700360486474313397,2125.7615
13659871,3010.852
897919706570362967,1931.401
13998682,1490.1582
32312468,565.9567
47870299,1357.6166
37807603,3243.4497
21577211,1821.3248
992180635524620061,1259.4991
714426707514819432,959.14453
740166355594264154,1815.6868
776888971351739583,2686.3608
17195893,2983.7417
757304615588117949,1952.2196
735257994956515880,3221.1406
22434983,1206.7174
933384461183132776,2571.6096
35045926,1361.3767
23482505,996.7559
8252104,1296.6118
964633786107362007,1653.1566
6468462,3083.332
52820683,1679.6101
569162770621083690,1341.4585
42671966,1785.9349
5631903,1750.4392
671784023252600509,2146.7744
25750741,3321.42
552948063129239677,1494.9624
839056487729299204,2564.0356
27112358,1357.764
21391849,1424.4642
674621989064636219,2227.7385
42842762,1984.1089
35773343,1685.3019
970439991463445612,1602.5271
54391818,1281.0847
27509280,1332.5845
611761793841869482,1514.446
705778708633220567,1366.4758
975614034380256893,974.294
19408516,3324.2373
653111931586097955,1587.4943
943498343696854101,1713.8491
22569894,964.8652
44016081,3168.6235
772625083598946338,1608.3218
963008407445041328,3998.6306
54342824,1495.7748
7639521,1446.6073
889157526291436732,1845.1001
1043555010873166927,961.64966
914828199130851380,1882.0806
44379773,2672.3816
42715387,1067.28
874598062923367204,1709.5436
51217071,2531.9788
855891766061703141,3443.428
813141036861666339,3653.4985
30557868,1584.042
979265346950845617,1873.932
27554125,1641.3113
586527360182677089,1909.7401
24290071,3291.3518
944898960014418599,1573.5916
1936740,1342.7095
11512985,1956.4745
787525129882674319,828.1107
23274503,1985.9352
1025583851443203174,2503.9617
51445585,1621.9165
770037437586709007,2339.1611
20761423,1558.6068
860078034305335575,1896.7396
9315705,2147.0632
688688410004435455,2825.573
986615721167826658,734.5345
40622234,3284.5122
910792504538098550,3913.1704
35614424,1155.3551
953672723424856595,3061.7297
42318659,1452.9966
731298385030157900,1623.2407
777845719535661781,727.2025
838756003615851523,2543.53
818776253504919317,1678.7177
5347437,1519.2994
1022525123815533284,1701.5168
779192581454708786,2171.127
686093412015816360,1533.4038
956019044286668896,3205.1804
774764042569967907,1333.214
45846446,1641.2239
35582089,2721.468
937743991553670727,3218.649
13831080,1308.1758
659986,1156.6422
1011027625250669279,3324.0918
18487637,3323.168
45105289,1568.4835
922048853171442608,3038.0012
26755517,1402.9987
858780834714802319,4482.6978
37832713,1194.2456
40483667,1532.6384
988084293034320864,2251.1458
48311778,1324.737
731525183887783714,1596.2684
689768447284830545,2894.8562
34068839,1561.1779
8656743,1424.7426
1039837151925950832,1200.248
13358432,1391.2001
745524390513431446,3317.0574
1022887813151486194,1639.2026
41453394,1029.0747
24918275,1744.4052
54335389,1745.9971
793019747797442593,2117.3933
31178487,3252.9763
38160401,1381.8789
24972517,4713.7554
1003745090356162116,2259.9043
3138351,1343.5219
53989770,1668.2651
18527181,2557.7817
926245977091142008,1466.2523
891523792539994243,1712.4689
883766402448845072,1233.5614
754474494838555627,1351.2039
52922381,2032.7483
870345135525475141,2019.6685
12754577,1345.7684
16302576,1572.3622
1004283782586351397,1469.1527
690166406246340329,2080.0642
1001237630871589276,1235.784
51435213,1317.4996
679236156119656441,1301.3966
20235568,1279.5549
698850712096141475,1020.8478
943727293662506572,1834.0825
562273398233310583,1488.439
51453218,1748.4045
882820464624804659,2069.1526
715404243365272214,2160.3755
47328611,1757.022
20586963,1309.1293
658165734146739635,1511.3755
976255006439000780,1246.7411
21913,2313.2507
978326620963810661,2529.5576
6364673,2280.049
959529110487453427,2214.9634
1011204750061662371,1838.0602
664084044932877091,1791.959
46814336,1834.319
819885558177176872,2398.193
694857320391184517,907.29315
937645384668108165,2623.3142
723174972783640817,3204.26
933451668935657101,2664.37
42743449,2676.063
1018937441498951847,1786.1733
573217195003184747,1456.3806
24448342,2563.8625
988652996758441490,1766.7572
877751497644643812,1675.3644
866976300595521910,1616.6686
28311114,1540.6097
1006161482028441543,1621.8538
33310791,1473.6056
45347643,1391.136
802927388053524873,1705.8541
22310305,2591.4517
924246213244772259,1664.6011
894928248932291492,2274.017
28227836,1715.4493
1005769316812466951,3195.7673
47095909,1045.0859
21853186,3593.4268
788529677978865032,1980.3064
1003224578872304385,1453.9529
15648459,1240.7294
12798674,1702.2568
50092099,2962.542
51468414,2836.1526
15008574,1495.8029
248014,2837.1653
892832608717740339,1629.6201
448104,1261.3318
1000292418610835657,1051.7401
551448362493059866,1326.7668
21140065,1902.8962
953837293304150686,1999.4185
34538696,1818.2179
37687267,1261.2062
34929386,2979.0498
40904332,1198.1464
906495487858698325,1552.5114
871938222700272619,1073.7744
703167656545973227,1242.3635
125176,1692.584
546992172231995022,2739.5906
755558,1696.5996
22505866,1438.0148
44181633,1895.752
814537539514681800,1468.7407
3971726,1486.6007
39954476,1332.3429
50092727,2744.0557
931366114493009795,1857.6283
36005894,1835.045
21163623,1477.311
995975121236852447,1568.148
755885807689048946,1494.9045
749925573670595678,1800.2874
51465302,2053.9146
1021355010951172752,932.63074
842375989109963840,1448.8181
34179989,1924.6804
48258110,1640.7844
50007462,1581.941
851553094309845658,1289.0509
881866425095040351,3688.8164
753809687233713202,2439.5286
4588807,1671.794
945911324848298814,2446.4226
766977627250888021,1740.7628
41696939,2338.2036
838836701465376791,1676.5127
52202007,2709.5312
46549009,2554.1528
1034111161307090550,1434.4467
749463145258836431,1262.6193
832137825019254833,1438.1447
865249520880072777,1318.168
874633861077921368,2506.3816
1042285463819910552,1481.8087
14831562,1371.5385
805064294975438980,1570.4254
903155509561260454,2247.3296
5761885,1694.3229
5961772,1371.5548
39966440,1532.6384
52477526,634.9082
50882256,2575.1301
50645581,2063.2302
54054764,1572.3981
15041985,1352.2317
921788305000768403,1933.8839
681977772633720398,2863.283
715315237221795674,2357.4553
4318059,1303.37
18416795,1247.9037
22032043,1760.6857
40160433,1604.6342
